Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Day,Temperature Difference,Power [W],RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours,Type_H,Type_L,Type_M,Weekday_Friday,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Month_1,Month_2,Month_3,Month_4,Wear Category_Very Low,Wear Category_Low,Wear Category_Medium,Wear Category_High,Wear Category_Very High
-0.6052387559802704,-0.8155966562772388,-0.2019668153241322,0.6775270676779472,-0.5668652565907731,No Failure,-1.4567638832394514,0.0008277469357507841,0.9988697425631288,-0.5878212196302418,-0.7162026934099436,-0.5712583424056128,-0.6802267528168144,-1.436777482407425,-0.43564657778329463,-1.3414957165085226,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.5553434559120517,-0.8155966562772388,0.6276243442220314,-0.8002958902510059,-0.51958033224599,No Failure,-1.4567638832394514,-0.09863473362794402,-0.7508197300543076,0.5258978062870383,-0.6863503882100562,-0.5241671145380676,-0.643096192973788,-1.3825470002280593,-0.506587935042643,-1.2865060335825793,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.5553434559120517,-0.8828798202814817,0.29980203117556353,-0.6535616958467128,-0.4407721250046846,No Failure,-1.4567638832394514,-0.19809721419169538,-0.6894114564256846,0.305990028962547,-0.7152456408792564,-0.44608839475768175,-0.6059656331307613,-1.327397357333789,-0.5767664820088804,-1.2338075874452163,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.9501629842856865,2.3068774171743462,-1.8693593066251428,-0.4092488421081625,No Failure,-1.4567638832394514,-0.19809721419169538,-1.8678346883044736,2.6557222088924117,-0.7739738643537803,-0.4151212358447839,-0.556458220006726,-1.269490232294805,-0.6446565980957832,-1.181109141307855,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6551340560485175,-0.9501629842856865,-0.18858631275080695,0.33165360943925626,-0.3777255592116403,No Failure,-1.4567638832394514,-0.09863473362794402,0.50092405710437,-0.43122068480713416,-0.8038068351591182,-0.38374741693302983,-0.5069508068826906,-1.2125022679707256,-0.7133095244757979,-1.129556313564783,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.8828798202814817,-0.19527656403746957,-0.08758694600158168,-0.298917351970335,No Failure,-1.4567638832394514,-0.09863473362800056,-0.11834016258744427,-0.2118118688876119,-0.745088278881869,-0.3048604604049173,-0.45744339375865517,-1.1582717857913598,-0.7819624508558124,-1.0791491042160006,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.9501629842856865,-0.2755595794774209,0.16395738726292095,-0.25163242762555177,No Failure,-1.4567638832394514,-0.19809721419169538,0.19895130837187416,-0.36752991273985847,-0.7739738643537803,-0.2582521412860137,-0.39968474511394725,-1.1012838214672804,-0.8490897566496048,-1.0253050396843484,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.9501629842856865,1.0223491701351253,-1.1461693484896975,-0.20434750328076856,No Failure,-1.4567638832394514,-0.19809721419169538,-1.1217010778995566,1.0054035263038636,-0.7739738643537803,-0.21119141291838253,-0.35017733198991186,-1.044295857143201,-0.9154542521502856,-0.970315356758405,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.9501629842856865,-0.6435234002438643,0.5622359149317174,-0.1728242203842464,No Failure,-1.4567638832394514,-0.19809721419169538,0.5204392678715614,-0.6305257889084733,-0.7739738643537803,-0.17981759400662864,-0.2965443011055402,-0.9873078928191218,-0.9810559373578547,-0.9153256738324616,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.5553434559120517,-0.8828798202814817,0.24628002088226264,-0.6535616958467128,-0.14130093748772427,No Failure,-1.4567638832394514,-0.19809721419169538,-0.7174017271790492,0.2911314721146283,-0.7152456408792564,-0.14794053334629018,-0.2429112702211685,-0.9303199284950423,-1.0474204328585355,-0.8614816093008092,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.6052387559802704,-0.9501629842856865,0.48043881591545395,-0.7688528485929433,-0.10977765459120215,No Failure,-1.4567638832394514,-0.19809721419169538,-0.7754138205952945,0.45513279332353124,-0.7739738643537803,-0.11706995618312052,-0.20165509261780568,-0.873331964170963,-1.1160733592385501,-0.8110743999520267,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-0.9501629842856865,1.2029859548750157,-1.2824225290079696,-0.07825437169468,No Failure,-1.4567638832394514,-0.19809721419169538,-1.2679420342953387,1.2336914286020624,-0.7739738643537803,-0.08569613727136645,-0.16452453277477913,-0.817263160561788,-1.1847262856185647,-0.7618128089975368,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6551340560485175,-1.0174461482899295,-0.40267435392401046,0.03818522063067,-0.03096944734989679,No Failure,-1.4567638832394514,-0.19809721419169538,-0.06335487630911775,-0.3308698045832116,-0.832682753433769,-0.039174233402219996,-0.13151959069208888,-0.7611943569526131,-1.2533792119985792,-0.7159880732259168,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.8828798202814817,-0.6301428976705392,0.4574257760715079,0.0005538355466253523,No Failure,-1.4567638832394514,-0.19809721419169538,0.3827862354569255,-0.5833253459582831,-0.7152456408792564,-0.006712598993525766,-0.09438903084906233,-0.7042063926285338,-1.3220321383785938,-0.6690177190600074,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.8828798202814817,0.20613851316228698,0.09059029006077475,0.03207711844314749,No Failure,-1.4567638832394514,-0.19809721419169538,0.396586423933199,-0.21868472750039775,-0.7152456408792564,0.024671386418199742,-0.057258471006035795,-0.6481375890193588,-1.3906850647586084,-0.6231929832883873,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5054481558438046,-0.8155966562772388,-1.4530438059300401,1.0862866092327648,0.06360040133966963,No Failure,-1.4567638832394514,-0.19809721419169538,0.6251257533908315,-0.9772602946283885,-0.6564980830101549,0.056624695828323746,-0.020127911163009254,-0.5929879461250885,-1.459337991138623,-0.5773682475167674,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.8828798202814817,0.12585549772233567,0.3211725955532352,0.09512368423619177,No Failure,-1.4567638832394514,-0.19809721419169538,0.6948346608315767,-0.35760373312039323,-0.7152456408792564,0.08743935724165039,0.017002648680017288,-0.5387574639457228,-1.5279909175186375,-0.5326891301394384,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.8828798202814817,1.3367909806082678,-1.1461693484896975,0.12664696713271392,No Failure,-1.4567638832394514,-0.19809721419169538,-0.9799233794868076,1.106652714484813,-0.7152456408792564,0.1188233426533759,0.05000759076270755,-0.484526981766357,-1.596643843898652,-0.4880100127621094,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.9501629842856865,0.2195190157356122,-0.8527009596811106,0.15817025002923604,No Failure,-1.4567638832394514,-0.2975596947553902,-1.0355140271927175,0.45466788661470237,-0.7441408935484565,0.14960750456678876,0.08301253284539781,-0.4302964995869909,-1.665296770278667,-0.44333089538478043,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5054481558438046,-0.9501629842856865,-1.3259290314834504,2.1134259700628175,0.1896935329257582,No Failure,-1.4567638832394514,-0.3970221753191415,2.060294053107384,-1.222448928977563,-0.7143079227431045,0.18098132347854265,0.11601747492808807,-0.3760660174076252,-1.7339496966586816,-0.4020886331903229,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-0.9501629842856865,-0.7639479234037914,0.6460840260198847,0.22121681582228034,No Failure,-1.4567638832394514,-0.2975596947553902,0.5520206657377096,-0.689161815926808,-0.7441408935484565,0.2123551423902969,0.14902241701077834,-0.3218355352282594,-1.6424124614853288,-0.36084637099586536,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5054481558438046,-0.9501629842856865,0.40015580047550264,-0.18191607097577006,0.2527400987188025,No Failure,-1.4567638832394514,-0.3970221753191415,0.09581413769269113,-0.009778362599844192,-0.7143079227431045,0.24372896130205077,0.1820273590934686,-0.26760505304889337,-1.5508752263119758,-0.3196041088014078,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.5553434559120517,-1.0174461482899295,0.2128287644489496,-0.6325996680746713,0.2842633816153246,No Failure,-1.4567638832394514,-0.3970221753191415,-0.7029038340065773,0.26496113492585655,-0.7730361462176566,0.27446229071560624,0.21503230117615885,-0.2142937315844322,-1.459337991138623,-0.27950746500124135,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-1.0847293122941726,-0.3625328462040348,0.08010927617475365,0.3157866645118468,No Failure,-1.4567638832394514,-0.39702217531919803,0.022154990427881858,-0.34384136281782457,-0.8317450352976312,0.3051752871292188,0.2480372432588491,-0.16098241011997075,-1.3700891868446041,-0.23941082120107482,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-1.0847293122941726,1.403693493474894,-1.3243465845520537,0.3473099474083689,No Failure,-1.4567638832394514,-0.39702217531919803,-1.2527361760634892,1.3578430923215508,-0.8317450352976312,0.33652877304103024,0.28104218534153935,-0.10767108865550931,-1.280840382550585,-0.19931417740090673,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6551340560485175,-1.0847293122941726,-0.5766208873772383,0.3002105677811937,0.378833230304891,No Failure,-1.4567638832394514,-0.2975596947554467,0.19769954406398937,-0.5010970275078934,-0.8615586717084197,0.3678822589528412,0.31404712742422963,-0.05435976719104817,-1.191591578256566,-0.1592175336007402,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6551340560485175,-1.0847293122941726,-0.650213651530527,0.9709954564865343,0.42611815464967423,No Failure,-1.4567638832394514,-0.2975596947554467,1.0879707364129139,-0.7877390540147188,-0.8615586717084197,0.4149124878205583,0.3470520695069199,-0.0019676064414913207,-1.102342773962547,-0.12026650819486313,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-1.0847293122941726,-1.0583189800169461,1.3273499286112465,0.47340307899445744,No Failure,-1.4567638832394514,-0.39702217531919803,1.2551120526051036,-0.9777717608145535,-0.8317450352976312,0.46194271668827497,0.38418262934994646,0.04858623287825661,-1.0123311593754172,-0.08131548278898762,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-1.0174461482899295,1.2297469600216662,-1.240498473463886,0.5049263618909796,No Failure,-1.4567638832394514,-0.2975596947554467,-1.1861874604819953,1.1885817888180203,-0.8028594498257058,0.49400785759808463,0.42543880695330927,0.10005923291290884,-0.922319544788287,-0.042364457383110544,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6551340560485175,-1.0174461482899295,-0.7171161643971531,0.5622359149317174,0.5522112862357628,No Failure,-1.4567638832394514,-0.19809721419169538,0.4688604221687909,-0.6457704406416633,-0.832682753433769,0.5410533362157586,0.4666949845566721,0.1515322329475614,-0.8345963610804903,-0.0034134319772334727,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6551340560485175,-0.9501629842856865,-1.540017072656654,1.568413247989728,0.6310194934770682,No Failure,-1.4567638832394514,-0.09863473362794402,1.1696534876840008,-1.1282738177323794,-0.8038068351591182,0.6202147882430992,0.5120767799203712,0.2011669115524047,-0.746110367079583,0.033246356640061585,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-0.9501629842856865,-0.5230988770839374,0.950033428714492,0.6625427763735903,No Failure,-1.4567638832394514,-0.19809721419169538,1.154929866521583,-0.7559869722283103,-0.7739738643537803,0.6515886071548531,0.5657098108047428,0.25263991158705695,-0.6560987524924524,0.07334300044022811,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.6052387559802704,-0.9501629842856865,-1.7340343599698698,1.6208183174198325,0.7413509836148956,No Failure,-1.4567638832394514,-0.19809721419169538,1.0701587459334994,-1.1745000658564637,-0.7739738643537803,0.7300231544342382,0.6152172239287782,0.3031937509068049,-0.5668499481984334,0.11343964424039618,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.6052387559802704,-0.9501629842856865,-0.10830329731085565,-0.4439414181262938,0.7728742665114178,No Failure,-1.4567638832394514,-0.19809721419169538,-0.5927690956390527,0.03721375877829455,-0.7739738643537803,0.7613969733459924,0.6771014903338225,0.35650507237126605,-0.47531271302508066,0.15697314322343417,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.6551340560485175,-1.0174461482899295,0.11247499514901045,-0.5382705431004822,0.80439754940794,No Failure,-1.4567638832394514,-0.19809721419169538,-0.6131153958237741,0.16436940900582192,-0.832682753433769,0.7919625555100196,0.7348601389785304,0.4098163938357275,-0.3837754778517279,0.1993610238121827,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.7050293561167362,-1.0847293122941726,1.677993796228061,-1.2719415151219489,0.8359208323044621,No Failure,-1.4567638832394514,-0.1980972141917519,-1.0449946027704708,1.3795075887451986,-0.8913723081191801,0.8225078046741038,0.7802419343422295,0.46312771530018865,-0.2930010529714867,0.2383120492180582,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.7050293561167362,-1.0847293122941726,-0.804089431123767,1.0653245814607226,0.8832057566492453,No Failure,-1.4567638832394514,-0.1980972141917519,1.1008474922030422,-0.8491266851207129,-0.8913723081191801,0.8695380335418209,0.8256237297059287,0.5164390367646504,-0.20222662809124503,0.2761174562296443,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.7050293561167362,-1.0847293122941726,-0.9111334517103687,0.21636245669302567,0.9620139638905506,No Failure,-1.4567638832394514,-0.1980972141917519,-0.13810162207094115,-0.535923311396955,-0.8913723081191801,0.9479217483213489,0.8627542895489552,0.5697503582291116,-0.11068939291789226,0.31506848163552137,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.7549246561849834,-1.0847293122941726,-0.09492279473753043,-0.7059667652768175,1.0092988882353338,No Failure,-1.4567638832394514,-0.09863473362800056,-0.9734593506837937,0.23822550202853118,-0.9211859445299686,0.9949519771890656,0.9122617026729906,0.6258191618382862,-0.01762653715831676,0.3563107438299789,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.7549246561849834,-1.0847293122941726,0.5674120826420679,-0.4439414181262938,1.040822171131856,No Failure,-1.4567638832394514,-0.09863473362800056,-0.21866599375547596,0.2144102810771759,-0.9211859445299686,1.026305463100877,0.9658947335573622,0.6828071261623658,0.07543631860125821,0.39869862441872744,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.0847293122941726,-0.08154229216420521,-0.024700862685455835,1.1196303783731614,No Failure,-1.4567638832394514,0.0008277469357507841,0.04382487746274357,-0.2209005107346749,-0.9509995809407572,1.104689177880405,1.019527764441734,0.7397950904864453,0.1677363640677226,0.4376496498246029,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8547152563214492,-1.1520124762983772,-0.9914164671503201,0.8032992343101989,1.1511536612696835,No Failure,-1.4567638832394514,0.0008277469357507841,0.6020399362372143,-0.7941661537346126,-1.0096504668370274,1.1351225955448043,1.081412030846778,0.7995405369552379,0.2623248404135203,0.47660067523048,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.1520124762983772,-0.3625328462040348,-0.04566289045749803,1.1984385856144666,No Failure,-1.4567638832394514,-0.09863473362794402,-0.15920718913093798,-0.27557444465735337,-0.9798464976235416,1.1821375746625642,1.1309194439708135,0.859285983424031,0.356913316759318,0.5155517006363571,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.1520124762983772,-0.7037356618238279,0.24780549835108898,1.2299618685109888,No Failure,-1.4567638832394514,-0.09863473362794402,0.04053130088216135,-0.5045407673357162,-0.9798464976235416,1.213480894074404,1.1804268570948488,0.9199505906077283,0.4522646033982273,0.5522114892536522,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.2192956403026203,-0.4294353590706609,-0.2867262098359796,1.261485151407511,No Failure,-1.4567638832394514,-0.19809721419169538,-0.5453969988398294,-0.14939411241138154,-1.0086934143063542,1.2438685624889314,1.2299342702188842,0.9806151977914257,0.5476158900371366,0.5888712778709472,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.2192956403026203,0.38008504661551484,0.06962826228873255,1.3087700757522942,No Failure,-1.4567638832394514,-0.19809721419169538,0.4739906037584824,-0.16683824224427068,-1.0086934143063542,1.290868291856734,1.267064830061911,1.041279804975123,0.6429671766760454,0.6255310664882439,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.2192956403026203,2.1596918888677687,-1.3977136817542002,1.3560550000970775,No Failure,-1.4567638832394514,-0.19809721419169538,-1.0644482513585858,1.7258764729342604,-1.0086934143063542,1.3378680212245366,1.3083210076652738,1.1028635728737248,0.7383184633149548,0.6633364734998299,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.2192956403026203,0.005430974562408706,-0.43346040424027266,1.3875782829935994,No Failure,-1.4567638832394514,-0.19809721419169538,-0.5141234118690621,0.059633514594569205,-1.0086934143063542,1.369201174136405,1.3495771852686365,1.1653665014872314,0.8344325602469752,0.7022874989057054,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.2192956403026203,3.0762563151405464,-2.1523466815477086,1.4191015658901216,No Failure,-1.4567638832394514,-0.19809721419169538,-2.152806015248728,3.7421344844663027,-1.0086934143063542,1.4005343270482735,1.3908333628719993,1.227869430100738,0.9305466571789955,0.7412385243115824,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
-0.8048199562532304,-1.286578804306825,-0.2153473178974574,0.59367895658978,1.497909773131427,No Failure,-1.4567638832394514,-0.2975596947553902,0.8665520990017734,-0.5553419383152401,-1.0375403309891527,1.4778353095808472,1.4320895404753622,1.2903723587142442,1.026660754111016,0.7790439313231685,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8048199562532304,-1.2192956403026203,-0.32908158977072177,0.33165360943925626,1.5451946974762103,No Failure,-1.4567638832394514,-0.19809721419169538,0.407195639460683,-0.4617960082519464,-1.0086934143063542,1.525866938695747,1.4815969535993976,1.3556327694724641,1.1243004716292586,0.8202861935176261,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8048199562532304,-1.2192956403026203,-0.18858631275080695,-0.035181876571476936,1.6240029047175155,No Failure,-1.4567638832394514,-0.19809721419169538,-0.03738589710209282,-0.240252310458079,-1.0086934143063542,1.6041998209754182,1.531104366723433,1.4208931802306843,1.220414568561279,0.8626740741063746,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8048199562532304,-1.2192956403026203,-0.37591334877736,0.6984890954499895,1.6712878290622988,No Failure,-1.4567638832394514,-0.19809721419169538,0.9042076318701181,-0.6314782110573747,-1.0086934143063542,1.651199550343221,1.5929886331284773,1.487991912418713,1.3188170963726333,0.9073531914837036,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8048199562532304,-1.2192956403026203,-1.6403708419565932,2.13438799783486,1.702811111958821,Overstrain Failure,-1.4567638832394514,-0.19809721419169538,1.7948481972935022,-1.2760729755188331,-1.0086934143063542,1.6825327032550892,1.6589985172938577,1.5560098053216467,1.417982434477099,0.953177927255322,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8547152563214492,-1.286578804306825,-0.7706381746904539,1.2539828314090995,1.7343343948553431,Overstrain Failure,-1.4567638832394514,-0.19809721419169538,1.3875322997982527,-0.9038033290774569,-1.067324965808075,1.7127577076700748,1.7126315481782295,1.6231085375096754,1.5148593417022311,0.997857044632651,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.8547152563214492,-1.286578804306825,0.39346554918884,-0.5068275014424196,-1.7017034408655702,No Failure,-1.4567638832394514,-0.19809721419169538,-0.4126073785722217,0.2158237019495082,-1.067324965808075,-1.701447811226699,1.7621389613022649,1.6874497875529906,1.6109734386342516,1.04253616200998,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.8048199562532304,-1.2192956403026203,-0.39598410263734785,0.3630966510973188,-1.670180157969048,No Failure,-1.4567638832394514,-0.19809721419169538,0.4077496990723694,-0.4909951429702793,-1.0086934143063542,-1.6701146583148305,0.8916336138713091,1.5495756803173149,1.5385064607886798,0.8351792326434029,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.7549246561849834,-1.1520124762983772,-0.5833111386639009,0.34213462332527733,-1.6228952336242648,No Failure,-1.4567638832394514,-0.19809721419169538,0.2523667590837548,-0.5219314849441892,-0.9500425284100419,-1.6230895126970994,0.017002648680017288,1.4089440909369253,1.4660394829431094,0.6266766848825333,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.7549246561849834,-1.0847293122941726,1.3769324883282437,-1.5025238206144098,-1.5756103092794818,No Failure,-1.4567638832394514,-0.09863473362800056,-1.5663852180941262,1.6077781972638792,-0.9211859445299686,-1.576033867579454,-0.8535026987509383,1.2692316622714408,1.3943353153906493,0.4158829003330847,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.8048199562532304,-1.2192956403026203,0.5674120826420679,-0.810776904137027,-1.5440870263829596,No Failure,-1.4567638832394514,-0.19809721419169538,-0.7975556843364086,0.5180435128120621,-1.0086934143063542,-1.544782046667357,-1.7198824284215577,1.13043839432086,1.3233939581313008,0.20623473417792562,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.8048199562532304,-1.1520124762983772,-0.4628866155039739,0.26876752612313043,-1.4652788191416541,No Failure,-1.4567638832394514,-0.09863473362794402,0.22817282270676387,-0.4612258390501781,-0.9798464976235416,-1.4663729156379004,-1.6786262508181948,0.9916451263702798,1.2524526008719525,-0.0034134319772334727,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
